BRAVADO SPICE LLC,,,,,,,,,
General Ledger,,,,,,,,,
"January-December, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Description,Split,Amount,Balance
,Web Inventory,06/30/2025,Journal Entry,AJE-453,,To record  Web Inventory for the month of June 2025,,"-2,126.53","-2,126.53"
,Web Inventory,06/30/2025,Journal Entry,AJE-514,,To tie out in Shopify monthly inventory balance,,"2,126.53",$0.00
,Web Inventory,07/31/2025,Journal Entry,AJE-463,,To record  Web Inventory for the month of July 2025,,"-1,072.87","-1,072.87"
,Web Inventory,07/31/2025,Journal Entry,AJE-515,,To tie out in Shopify monthly inventory balance,,"1,072.87",$0.00
,Web Inventory,08/31/2025,Journal Entry,AJE-470,,To record  Web Inventory for the month of August 2025,,"4,354.80","4,354.80"
,Web Inventory,08/31/2025,Journal Entry,AJE-516,,To tie out in Shopify monthly inventory balance,,"-4,354.80",$0.00
,Web Inventory,09/30/2025,Journal Entry,AJE-477,,To record  Web Inventory for the month of September 2025,,"-2,309.52","-2,309.52"
,Web Inventory,09/30/2025,Journal Entry,AJE-517,,To tie out in Shopify monthly inventory balance,,"2,309.52",$0.00
,Web Inventory,10/31/2025,Journal Entry,AJE-489,,To record  Web Inventory for the month of October 2025,,"-4,419.70","-4,419.70"
,Web Inventory,10/31/2025,Journal Entry,AJE-518,,To tie out in Shopify monthly inventory balance,,"4,419.70",$0.00
,Web Inventory,11/30/2025,Journal Entry,AJE-498,,To record  Web Inventory for the month of November 2025,,"1,048.89","1,048.89"
,Web Inventory,11/30/2025,Journal Entry,AJE-519,,To tie out in Shopify monthly inventory balance,,"-1,048.89",$0.00
,Web Inventory,12/31/2025,Journal Entry,AJE-520,,To tie out in Shopify monthly inventory balance,,$0.00,$0.00
,Web Inventory,12/31/2025,Journal Entry,AJE-528,,To record  Web Inventory for the month of December 2025,,$0.00,$0.00
Total for Web Inventory,,,,,,,,$0.00,
Total for Ecomm Inventory with sub-accounts,,,,,,,,"-$1,473.02",
Faire Inventory,,,,,,,,,
,Faire Inventory,03/31/2025,Journal Entry,AJE-400,,To record  Faire Inventory for the month of March 2025,,"14,027.20","14,027.20"
,Faire Inventory,04/30/2025,Journal Entry,AJE-412,,To record  Faire Inventory for the month of  April 2025,,-752.94,"13,274.26"
,Faire Inventory,05/31/2025,Journal Entry,AJE-433,,To record  Faire Inventory for the month of May 2025,,"-13,274.26",$0.00
Total for Faire Inventory,,,,,,,,$0.00,
Katana ERP Inventory,,,,,,,,,
,Katana ERP Inventory,01/08/2025,Invoice,1027368,Jungle Jim's International Market | Eastgate,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,-51.84,-51.84
,Katana ERP Inventory,01/08/2025,Invoice,1027368,Jungle Jim's International Market | Eastgate,Aka Miso Ghost-Reaper 1 Bottle Breakage,12000 Accounts Receivable,-25.92,-77.76
,Katana ERP Inventory,01/13/2025,Invoice,2130084678,Little Kitchen HTX,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-17.50,-95.26
,Katana ERP Inventory,01/31/2025,Invoice,7587853,Spec's Liquor Stores,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-87.50,-182.76
,Katana ERP Inventory,01/31/2025,Journal Entry,AJE-351,,To zeroed out the Katana ERP Inventory  ftm of January 2025,,182.76,$0.00
,Katana ERP Inventory,02/03/2025,Invoice,85056,Bering's 2 | Bissonnet,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-17.50,-17.50
,Katana ERP Inventory,02/13/2025,Invoice,113491,Hot Shots Distribution,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,-622.08,-639.58
,Katana ERP Inventory,02/13/2025,Invoice,113491,Hot Shots Distribution,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-39.26,-678.84
,Katana ERP Inventory,02/14/2025,Bill,BSC184,Specialty Bottling Group,Bravado Spice Arbol Chili & Garlic 211 cases + 5 bottles,31000 Accounts Payable,"3,830.87","3,152.03"
,Katana ERP Inventory,02/14/2025,Bill,BSC184,Specialty Bottling Group,Bravado Spice Pineapple Hab 195 cases + 9 bottles,31000 Accounts Payable,"3,429.54","6,581.57"
,Katana ERP Inventory,02/25/2025,Invoice,BL2503170,American Heritage GmbH & Co. KG,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,-181.44,"6,400.13"
,Katana ERP Inventory,02/25/2025,Invoice,BL2503170,American Heritage GmbH & Co. KG,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-9.06,"6,391.07"
,Katana ERP Inventory,02/28/2025,Journal Entry,AJE-358,,To zeroed out the Katana ERP Inventory  ftm of February 2025,,"-6,391.07",$0.00
,Katana ERP Inventory,03/06/2025,Invoice,1040035-a,Jungle Jim's International Market | Fairfield,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,-51.84,-51.84
,Katana ERP Inventory,03/13/2025,Invoice,SO-2130084737,The Omega Grill,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-3.02,-54.86
,Katana ERP Inventory,03/26/2025,Invoice,2130084751,Little Kitchen HTX,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,-25.92,-80.78
,Katana ERP Inventory,03/26/2025,Invoice,2130084751,Little Kitchen HTX,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-1.51,-82.29
,Katana ERP Inventory,03/31/2025,Journal Entry,AJE-395,,To zeroed out the Katana ERP Inventory  ftm of March 2025,,82.29,$0.00
,Katana ERP Inventory,03/31/2025,Inventory Adjust,109,,,Cost of Sales (COS):Inventory Shrinkage,,$0.00
,Katana ERP Inventory,03/31/2025,Inventory Adjust,109,,,Cost of Sales (COS):Inventory Shrinkage,959.04,959.04
,Katana ERP Inventory,03/31/2025,Journal Entry,AJE-401,,To reverse the Inventory adjustment created while closing book 03.31.2025,,-959.04,$0.00
,Katana ERP Inventory,04/17/2025,Invoice,041725,Grill Masters Club,4-Pack Hot Sauce Set / 6 Pack,12000 Accounts Receivable,-574.80,-574.80
,Katana ERP Inventory,04/21/2025,Invoice,7803834,Spec's Liquor Stores,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-4.53,-579.33
,Katana ERP Inventory,04/30/2025,Journal Entry,AJE-408,,To zeroed out the Katana ERP Inventory  ftm of April 2025,,579.33,$0.00
,Katana ERP Inventory,04/30/2025,Inventory Adjust,110,,,Cost of Sales (COS):Inventory Shrinkage,,$0.00
,Katana ERP Inventory,04/30/2025,Inventory Adjust,110,,,Cost of Sales (COS):Inventory Shrinkage,574.80,574.80
,Katana ERP Inventory,04/30/2025,Journal Entry,AJE-415,,To reverse the Inventory adjustment created while closing book 04.30.2025 - 4-Pack Hot Sauce Set / 6 Pack,,-574.80,$0.00
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Famous Hot Sauce Set / 6 Pack - Opening inventory and value,51000 Opening Balance Equity,"1,986.30","1,986.30"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Reaper Bundle Set / 16 Pack - Opening inventory and value,51000 Opening Balance Equity,560.96,"2,547.26"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Super Hot Set / 6 Pack - Opening inventory and value,51000 Opening Balance Equity,384.71,"2,931.97"
,Katana ERP Inventory,05/01/2025,Inventory Adjust,114,,,Cost of Sales (COS):Inventory Shrinkage,,"2,931.97"
,Katana ERP Inventory,05/01/2025,Inventory Adjust,114,,,Cost of Sales (COS):Inventory Shrinkage,"1,360.80","4,292.77"
,Katana ERP Inventory,05/01/2025,Inventory Adjust,115,,,Cost of Sales (COS):Inventory Shrinkage,,"4,292.77"
,Katana ERP Inventory,05/01/2025,Inventory Adjust,115,,,Cost of Sales (COS):Inventory Shrinkage,103.68,"4,396.45"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Aka Miso Ghost-Reaper / 6 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,"1,113.99","5,510.44"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Ancho Masala Scorpion-Reaper / 5 OZ / 12 Pack - Opening inventory and value,51000 Opening Balance Equity,226.80,"5,737.24"
,Katana ERP Inventory,05/01/2025,Inventory Adjust,119,,,Cost of Sales (COS):Inventory Shrinkage,,"5,737.24"
,Katana ERP Inventory,05/01/2025,Inventory Adjust,119,,,Cost of Sales (COS):Inventory Shrinkage,"-3,735.74","2,001.50"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Garlic & Arbol Moruga-Scorpion / 6 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,211.24,"2,212.74"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Ghost Pepper & Blueberry / 4 Pack / 128 OZ - Opening inventory and value,51000 Opening Balance Equity,169.80,"2,382.54"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Classic Margarita Mix - Opening inventory and value,51000 Opening Balance Equity,"3,024.00","5,406.54"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Lime & Yuzu Margarita Mix / 6 Pack / 17oz - Opening inventory and value,51000 Opening Balance Equity,484.00,"5,890.54"
,Katana ERP Inventory,05/01/2025,Inventory Adjust,135,,,Cost of Sales (COS):Inventory Shrinkage,,"5,890.54"
,Katana ERP Inventory,05/01/2025,Inventory Adjust,135,,,Cost of Sales (COS):Inventory Shrinkage,222.00,"6,112.54"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Pineapple & Jalapeno Margarita Mix / 12 Pack / 750ml - Opening inventory and value,51000 Opening Balance Equity,993.60,"7,106.14"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Pineapple & Jalapeno Margarita Mix / 6 Pack / 17oz - Opening inventory and value,51000 Opening Balance Equity,735.00,"7,841.14"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Pineapple & Jalapeno Margarita Mix / 6 Pack / 35oz - Opening inventory and value,51000 Opening Balance Equity,608.00,"8,449.14"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Ruby Red Grapefruit Margarita Mix / 12 Pack / 750ml - Opening inventory and value,51000 Opening Balance Equity,"1,123.20","9,572.34"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Ruby Red Grapefruit Margarita Mix / 6 Pack / 17oz - Opening inventory and value,51000 Opening Balance Equity,280.00,"9,852.34"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Ruby Red Grapefruit Margarita Mix / 6 Pack / 35oz - Opening inventory and value,51000 Opening Balance Equity,561.00,"10,413.34"
,Katana ERP Inventory,05/01/2025,Inventory Starting Value,START,,Garlic & Arbol Seasoning - Opening inventory and value,51000 Opening Balance Equity,"1,781.76","12,195.10"
,Katana ERP Inventory,05/08/2025,Invoice,PO-2619,Thorp Fruit and Antique Mall,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,-103.68,"12,091.42"
,Katana ERP Inventory,05/09/2025,Inventory Starting Value,START,,Black Garlic Carolina-Reaper / 12 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,"1,684.54","13,775.96"
,Katana ERP Inventory,05/09/2025,Inventory Starting Value,START,,Garlic & Arbol Moruga-Scorpion / 12 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,297.36,"14,073.32"
,Katana ERP Inventory,05/20/2025,Invoice,2130084787,Aramark Healthcare+ | Plano,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,-3.02,"14,070.30"
,Katana ERP Inventory,05/20/2025,Journal Entry,K-250523163014772,,2130084787 delivered,,-193.87,"13,876.43"
,Katana ERP Inventory,05/21/2025,Inventory Starting Value,START,,Pineapple & Habanero / 12 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,863.94,"14,740.37"
,Katana ERP Inventory,05/21/2025,Bill,PO-677761-A,Specialty Bottling Group,Aka Miso Ghost-Reaper / 12 Pack / 5OZ / 5 OZ,31000 Accounts Payable,"2,255.04","16,995.41"
,Katana ERP Inventory,05/21/2025,Bill,PO-677761-A,Specialty Bottling Group,Arbol Chili & Garlic / 12 Pack / 5 OZ,31000 Accounts Payable,"1,739.62","18,735.03"
,Katana ERP Inventory,05/21/2025,Bill,PO-677761-A,Specialty Bottling Group,Garlic & Arbol Moruga-Scorpion / 12 Pack / 5 OZ,31000 Accounts Payable,"1,316.88","20,051.91"
,Katana ERP Inventory,05/21/2025,Bill,PO-677761-A,Specialty Bottling Group,Pineapple & Habanero / 12 Pack / 5 OZ,31000 Accounts Payable,"1,710.60","21,762.51"
,Katana ERP Inventory,05/21/2025,Bill,PO-677761-A,Specialty Bottling Group,Black Garlic Carolina-Reaper / 12 Pack / 5 OZ,31000 Accounts Payable,"2,224.03","23,986.54"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Arbol Chili & Garlic  / 6 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,"1,531.16","25,517.70"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,486.54,"26,004.24"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Creamy Herb & Jalapeno - Opening inventory and value,51000 Opening Balance Equity,"4,043.52","30,047.76"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Creamy Herb & Jalapeno / 6 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,"2,029.63","32,077.39"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Ghost Pepper & Blueberry / 12 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,981.21,"33,058.60"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Ghost Pepper & Blueberry / 5 OZ / 6 Pack - Opening inventory and value,51000 Opening Balance Equity,204.00,"33,262.60"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Pineapple & Habanero  / 6 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,"1,339.37","34,601.97"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Serrano & Basil / 6 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,217.92,"34,819.89"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Serrano Basil / 12 Pack / 5 OZ - Opening inventory and value,51000 Opening Balance Equity,"1,273.17","36,093.06"
,Katana ERP Inventory,05/22/2025,Inventory Starting Value,START,,Jalapeno & Garlic Seasoning - Opening inventory and value,51000 Opening Balance Equity,"1,203.24","37,296.30"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00991,Buc-ee's Ltd:Buc-ees 17 Luling TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,-19.81,"37,276.49"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00991,Buc-ee's Ltd:Buc-ees 17 Luling TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-20.40,"37,256.09"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00991,Buc-ee's Ltd:Buc-ees 17 Luling TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-19.38,"37,236.71"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00991,Buc-ee's Ltd:Buc-ees 17 Luling TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,-36.49,"37,200.22"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00995,Buc-ee's Ltd:Buc-ees 30 Wharton TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-29.07,"37,171.15"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00995,Buc-ee's Ltd:Buc-ees 30 Wharton TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,-9.91,"37,161.24"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00992,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,-12.16,"37,149.08"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00992,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,-9.91,"37,139.17"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00992,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-48.45,"37,090.72"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00996,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-20.40,"37,070.32"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00996,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-19.38,"37,050.94"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00996,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,-9.91,"37,041.03"
,Katana ERP Inventory,05/27/2025,Invoice,BRV00996,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,-24.33,"37,016.70"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-163.20,"36,853.50"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-155.05,"36,698.45"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,-194.62,"36,503.83"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,-118.86,"36,384.97"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-20.40,"36,364.57"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-183.60,"36,180.97"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-155.05,"36,025.92"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,-194.62,"35,831.30"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,-49.53,"35,781.77"
,Katana ERP Inventory,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,-69.34,"35,712.43"
,Katana ERP Inventory,05/28/2025,Journal Entry,K-250528161010271,,6925050139 delivered,,-685.90,"35,026.53"
,Katana ERP Inventory,05/28/2025,Journal Entry,K-250528161011137,,6325050109 delivered,,-685.90,"34,340.63"
,Katana ERP Inventory,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,-25.92,"34,314.71"
,Katana ERP Inventory,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Pineapple & Jalapeno Margarita Mix / 6 Pack / 17oz,12000 Accounts Receivable,-21.00,"34,293.71"
,Katana ERP Inventory,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Jalapeno & Garlic Seasoning,12000 Accounts Receivable,-32.52,"34,261.19"
,Katana ERP Inventory,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Garlic & Arbol Seasoning,12000 Accounts Receivable,-27.84,"34,233.35"
,Katana ERP Inventory,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Garlic & Arbol Moruga-Scorpion / 12 Pack / 5 OZ,12000 Accounts Receivable,-42.48,"34,190.87"
,Katana ERP Inventory,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Ghost Pepper & Blueberry / 12 Pack / 5 OZ,12000 Accounts Receivable,-66.52,"34,124.35"
,Katana ERP Inventory,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Black Garlic Carolina-Reaper / 12 Pack / 5 OZ,12000 Accounts Receivable,-66.06,"34,058.29"
,Katana ERP Inventory,05/29/2025,Invoice,1065180,Jungle Jim's International Market | Fairfield,Pineapple & Habanero / 12 Pack / 5 OZ,12000 Accounts Receivable,-69.12,"33,989.17"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00993,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-29.07,"33,960.10"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00993,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-20.40,"33,939.70"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00993,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,-24.33,"33,915.37"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00997,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-20.40,"33,894.97"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00997,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,-36.49,"33,858.48"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00999,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-29.07,"33,829.41"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00999,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-30.60,"33,798.81"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00998,Buc-ee's Ltd:Buc-ees 35 Temple TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,-30.60,"33,768.21"
,Katana ERP Inventory,05/29/2025,Invoice,BRV00998,Buc-ee's Ltd:Buc-ees 35 Temple TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,-24.33,"33,743.88"
,Katana ERP Inventory,05/29/2025,Invoice,BRV01000,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,-9.69,"33,734.19"
